/
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_117_clean.wav	40704	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_117_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_118_clean.wav	27167	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_118_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_119_clean.wav	247296	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_119_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_11_clean.wav	26880	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_11_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_120_clean.wav	51072	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_120_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_121_clean.wav	201984	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_121_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_122_clean.wav	39552	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_122_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_123_clean.wav	83592	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_123_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_124_clean.wav	57216	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_124_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_125_clean.wav	63744	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_125_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_126_clean.wav	21504	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_126_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_127_clean.wav	26112	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_127_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_128_clean.wav	33024	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_128_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_129_clean.wav	209664	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_129_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_12_clean.wav	43050	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_12_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_130_clean.wav	109505	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_130_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_131_clean.wav	26112	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_131_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_132_clean.wav	87354	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_132_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_133_clean.wav	52992	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_133_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_134_clean.wav	105984	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_134_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_135_clean.wav	85632	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_135_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_136_clean.wav	31104	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_136_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_137_clean.wav	112896	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_137_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_138_clean.wav	350976	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_138_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_139_clean.wav	96549	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_139_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_13_clean.wav	15360	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_13_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_140_clean.wav	39552	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_140_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_141_clean.wav	50991	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_141_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_142_clean.wav	22656	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_142_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_143_clean.wav	101146	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_143_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_144_clean.wav	13824	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_144_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_145_clean.wav	105600	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_145_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_146_clean.wav	8448	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_146_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_147_clean.wav	40124	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_147_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_148_clean.wav	67584	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_148_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_149_clean.wav	28416	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_149_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_14_clean.wav	59768	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_14_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_150_clean.wav	212352	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_150_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_151_clean.wav	18816	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_151_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_152_clean.wav	309120	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_152_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_153_clean.wav	417792	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_153_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_154_clean.wav	79488	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_154_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_155_clean.wav	50573	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_155_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_156_clean.wav	110592	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_156_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_157_clean.wav	31488	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_157_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_158_clean.wav	142080	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_158_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_159_clean.wav	400896	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_159_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_15_clean.wav	131328	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_15_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_160_clean.wav	31488	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_160_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_161_clean.wav	30336	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_161_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_162_clean.wav	134400	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_162_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_163_clean.wav	24960	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_163_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_164_clean.wav	216576	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_164_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_165_clean.wav	9216	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_165_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_166_clean.wav	28032	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_166_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_167_clean.wav	158976	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_167_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_168_clean.wav	430080	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_168_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1699_noisy.wav	246912	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1699_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_169_clean.wav	49152	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_169_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_16_clean.wav	171264	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_16_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1700_noisy.wav	59136	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1700_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1701_noisy.wav	42632	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1701_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1702_noisy.wav	115968	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1702_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1703_noisy.wav	29952	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1703_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1704_noisy.wav	69799	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1704_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1705_noisy.wav	65664	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1705_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1706_noisy.wav	11904	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1706_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1707_noisy.wav	20352	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1707_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1708_noisy.wav	165888	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1708_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1709_noisy.wav	12957	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1709_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_170_clean.wav	23424	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_170_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1710_noisy.wav	28003	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1710_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1711_noisy.wav	15360	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1711_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1712_noisy.wav	8768	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1712_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1713_noisy.wav	20480	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1713_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1714_noisy.wav	13793	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1714_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1715_noisy.wav	27585	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1715_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1716_noisy.wav	13793	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1716_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1717_noisy.wav	10016	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1717_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1718_noisy.wav	33437	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1718_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1719_noisy.wav	198144	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1719_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_171_clean.wav	292992	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_171_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1720_noisy.wav	24242	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1720_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1721_noisy.wav	9184	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1721_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1722_noisy.wav	127872	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1722_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1723_noisy.wav	8768	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1723_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1724_noisy.wav	33855	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1724_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1725_noisy.wav	39552	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1725_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1726_noisy.wav	26880	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1726_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1727_noisy.wav	65620	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1727_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1728_noisy.wav	15744	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1728_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1729_noisy.wav	12672	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1729_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_172_clean.wav	19200	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_172_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1730_noisy.wav	145152	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1730_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1731_noisy.wav	425088	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1731_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1732_noisy.wav	21120	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1732_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1733_noisy.wav	6144	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1733_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1734_noisy.wav	43392	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1734_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1735_noisy.wav	272256	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1735_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1736_noisy.wav	62592	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1736_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1737_noisy.wav	14208	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1737_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1738_noisy.wav	22988	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1738_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1739_noisy.wav	120576	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1739_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_173_clean.wav	105744	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_173_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1740_noisy.wav	150528	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1740_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1741_noisy.wav	55171	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1741_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1742_noisy.wav	24576	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1742_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1743_noisy.wav	248832	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1743_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1744_noisy.wav	11285	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1744_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1745_noisy.wav	41856	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1745_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1746_noisy.wav	158208	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1746_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1747_noisy.wav	70272	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1747_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1748_noisy.wav	33792	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1748_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1749_noisy.wav	81920	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1749_noisy.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_174_clean.wav	82560	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_174_clean.wav.npy
D:\GitHub\ASR_for_egyptian_dialect\data\adapt\adapt_sample_1750_noisy.wav	249216	D:\GitHub\ASR_for_egyptian_dialect\data\speaker_embedding\adapt\adapt_sample_1750_noisy.wav.npy
